,Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20,Bus21,Bus22,Bus23,Bus24,Bus25,Bus26,Bus27,Bus28,Bus29,Bus30,Bus31,Bus32,Bus33,Bus34,Bus35,Bus36,Bus37,Bus38,Bus39,Bus40,Bus41,Bus42,Bus43,Bus44,Bus45,Bus46,Bus47,Bus48,Bus49,Bus50,Bus51,Bus52,Bus53,Bus54,Bus55,Bus56,Bus57,Bus58,Bus59,Bus60,Bus61,Bus62,Bus63,Bus64,Bus65,Bus66,Bus67,Bus68,Bus69,Bus70,Bus71,Bus72,Bus73,Bus74,Bus75,Bus76,Bus77,Bus78,Bus79,Bus80,Bus81,Bus82,Bus83,Bus84,Bus85,Bus86,Bus87,Bus88,Bus89,Bus90,Bus91,Bus92,Bus93,Bus94,Bus95,Bus96,Bus97,Bus98,Bus99,Bus100,Bus101,Bus102,Bus103,Bus104,Bus105,Bus106,Bus107,Bus108,Bus109,Bus110,Bus111,Bus112,Bus113,Bus114,Bus115,Bus116,Bus117,Bus118
0,0.0,-0.6413400855719683,-0.1522240277452299,-0.36317235958762467,-0.35909120923415133,-0.3894132085255919,-0.40109279343785054,-0.36610616504976873,-0.3661061650497688,-0.36610616504976873,-0.3983582172717052,-0.4201844226213501,-0.39642859844752376,-0.4121465897254105,-0.38997717791907066,-0.4096220491994235,-0.38681289508324884,-0.38755209482555014,-0.38827372942546007,-0.38713469291640296,-0.3863081612957282,-0.38536383188223644,-0.38381591047249225,-0.38366158866573086,-0.3826522228330079,-0.381724692864351,-0.3844039019183839,-0.3847582223804568,-0.3851490109134799,-0.3795495298706637,-0.38528618058944025,-0.38473224140378615,-0.38693655404476024,-0.38361487472950023,-0.3835512324731198,-0.383568777095149,-0.3834657454422517,-0.3820573274597114,-0.38336680807729817,-0.3833103391095653,-0.383265173231731,-0.38313997007962347,-0.3834002310120481,-0.3830868843834772,-0.38297183739393265,-0.3828949248466232,-0.382852101734674,-0.3828514526129352,-0.3828398370161032,-0.38282581104885466,-0.3828089160733511,-0.3828047581984235,-0.3827931967604869,-0.38278456987713366,-0.3827805666538977,-0.38278280056949915,-0.38280081796891696,-0.38279777242511986,-0.3827364217195717,-0.38271918516488634,-0.3827168938780972,-0.38272203797086174,-0.3827162515959765,-0.3827053653030172,-0.3826757380102927,-0.3827425166835119,-0.3827330036888483,-0.3827295072533759,-0.3828129446132621,-0.3830162286709915,-0.383071903713065,-0.38335419970104334,-0.38307190371306493,-0.38292495035728813,-0.38289693902292404,-0.3828583851085802,-0.3828027170176254,-0.38280026208431106,-0.3827954314090796,-0.38278149372316606,-0.38274867189777345,-0.3827932447968132,-0.38279250235317674,-0.3827913522402513,-0.3827907937384444,-0.38279079373844427,-0.38279079373844427,-0.3827897611940777,-0.38278904043761797,-0.38278887967987824,-0.3827886733961259,-0.38278835952898105,-0.38278804007877654,-0.38278776432694916,-0.382788060159344,-0.3827884330172243,-0.3827850568351234,-0.3827833722313081,-0.382785073062042,-0.3827864856846178,-0.3827872897620017,-0.38278800336475144,-0.38278648568461765,-0.3827864856846177,-0.3827864856846176,-0.38278648568461754,-0.38278648568461754,-0.3827864856846173,-0.3827864856846172,-0.38278648568461715,-0.38278648568461715,-0.3827864856846171,-0.38654422208560063,-0.3845943252987305,-0.38457088857499555,-0.3827295072533759,-0.4201844226213501,-0.3828788468933637
1,0.0,-0.35865991442803,-0.8477759722547688,-0.6368276404123717,-0.640908790765845,-0.6105867914744049,-0.5989072065621466,-0.6338938349502268,-0.6338938349502268,-0.6338938349502268,-0.6016417827282914,-0.5798155773786471,-0.6035714015524724,-0.5878534102745862,-0.6100228220809246,-0.5903779508005731,-0.6131871049167467,-0.6124479051744453,-0.6117262705745349,-0.612865307083592,-0.6136918387042668,-0.6146361681177585,-0.6161840895275027,-0.6163384113342637,-0.6173477771669875,-0.6182753071356445,-0.6155960980816118,-0.6152417776195389,-0.6148509890865158,-0.6204504701293315,-0.6147138194105555,-0.6152677585962096,-0.613063445955234,-0.6163851252704932,-0.6164487675268738,-0.6164312229048446,-0.6165342545577416,-0.6179426725402828,-0.6166331919226946,-0.6166896608904273,-0.6167348267682616,-0.616860029920369,-0.616599768987945,-0.6169131156165151,-0.6170281626060594,-0.6171050751533688,-0.6171478982653179,-0.6171485473870569,-0.6171601629838889,-0.6171741889511381,-0.6171910839266415,-0.6171952418015693,-0.6172068032395062,-0.6172154301228597,-0.6172194333460955,-0.6172171994304941,-0.617199182031076,-0.6172022275748729,-0.6172635782804209,-0.6172808148351053,-0.6172831061218947,-0.6172779620291301,-0.6172837484040157,-0.6172946346969751,-0.6173242619897,-0.6172574833164807,-0.6172669963111439,-0.6172704927466163,-0.6171870553867298,-0.6169837713290003,-0.6169280962869271,-0.61664580029895,-0.6169280962869271,-0.6170750496427034,-0.6171030609770672,-0.6171416148914105,-0.6171972829823649,-0.6171997379156793,-0.6172045685909108,-0.6172185062768247,-0.6172513281022184,-0.6172067552031771,-0.6172074976468135,-0.6172086477597387,-0.6172092062615457,-0.6172092062615456,-0.6172092062615455,-0.6172102388059122,-0.6172109595623722,-0.6172111203201118,-0.6172113266038642,-0.6172116404710092,-0.6172119599212135,-0.6172122356730407,-0.6172119398406459,-0.6172115669827659,-0.6172149431648669,-0.617216627768682,-0.6172149269379481,-0.6172135143153719,-0.6172127102379881,-0.6172119966352387,-0.6172135143153717,-0.6172135143153717,-0.6172135143153716,-0.6172135143153715,-0.6172135143153715,-0.6172135143153712,-0.6172135143153711,-0.6172135143153709,-0.6172135143153709,-0.6172135143153707,-0.6134557779143952,-0.6154056747012654,-0.6154291114250003,-0.6172704927466163,-0.5798155773786471,-0.6171211531066273
2,0.0,0.05109109277092552,-0.02168430764251426,0.7807742695670434,-0.14730625804345665,-0.03320099839994616,0.010750657166443061,-0.11522682428638818,-0.11522682428638817,-0.11522682428638817,0.16071666300092807,0.0825947095345793,0.12342205606464644,0.06027986665745334,-0.0012674368933183703,0.04973843023204642,-0.021213798813351333,-0.016007277838975417,-0.010924476174881698,-0.016774306592117507,-0.021019183535906566,-0.02586904294164907,-0.03381881248302081,-0.034447925807577454,-0.03937290659199256,-0.04367091693534617,-0.03158554246078731,-0.030047104835182126,-0.028350325091385988,-0.05375023874840275,-0.02775474280591778,-0.030104482710996888,-0.01672691491776487,-0.03364959854950162,-0.033958566654795415,-0.03387339166360632,-0.03437358597460894,-0.041380797241829706,-0.034894974234253244,-0.035192559042823826,-0.03543057789900071,-0.036090383763146085,-0.03476479342444689,-0.03639280545485479,-0.03699053929324009,-0.03739328236447912,-0.037622660412094194,-0.03761326991374705,-0.037672049655747206,-0.03774283729446513,-0.03782810452779628,-0.037849088902206764,-0.03790743831064408,-0.037950977318774684,-0.037971181181731484,-0.037959906835533665,-0.03786897484218059,-0.03788434539382784,-0.03819397620234341,-0.03828096735127093,-0.038292531244053754,-0.03826656952792401,-0.03829577277698415,-0.038350714796975924,-0.038500240748119995,-0.038163215535520885,-0.038211226657850025,-0.03826789902685436,-0.03790487700448378,-0.03707882146870609,-0.036851854771330475,-0.035701037714214665,-0.03685185477133047,-0.03745217381649601,-0.03756674755285481,-0.03772646792961564,-0.03795708857118252,-0.03796751093696789,-0.03798801946319072,-0.03804719160442381,-0.038186535947502286,-0.037997302677825646,-0.03800045470607379,-0.03800533748538702,-0.03800770859261413,-0.038007708592614126,-0.03800770859261412,-0.03801209223717816,-0.0380151521929915,-0.03801583468646528,-0.0380167104596323,-0.03801804297574288,-0.03801939919461069,-0.03802056989297299,-0.038019313942999684,-0.038017730983010284,-0.038032064490405,-0.03803921643912099,-0.038031995599375756,-0.0380259983410728,-0.03802258464809545,-0.03801955506320274,-0.03802599834107278,-0.03802599834107278,-0.03802599834107277,-0.03802599834107277,-0.03802599834107277,-0.038025998341072745,-0.03802599834107274,-0.03802599834107273,-0.03802599834107274,-0.03802599834107273,-0.02236184508241669,-0.03072658879670159,-0.03083230617074291,-0.03826789902685437,0.08259470953457927,-0.037641699261364035
3,0.0,-0.19135214287725227,0.08121452310305909,-0.4390098646628912,-0.44829193099807196,-0.37932833385960246,-0.3527645779247846,-0.43233729086492617,-0.4323372908649261,-0.43233729086492617,-0.35898402959266085,-0.309343053800563,-0.36337270640590785,-0.32762409999326497,-0.37804565597030726,-0.3333658518520565,-0.38524242174502976,-0.38356120433113305,-0.3819199366379625,-0.38451053279824915,-0.38639037565302126,-0.38853813486283156,-0.3920586886191185,-0.39240967427837087,-0.3947053506941714,-0.39681490166663547,-0.3907213755743696,-0.3899155179734426,-0.3890267183036482,-0.40176203800040255,-0.38871474302188586,-0.38997460845725795,-0.38496117489444076,-0.39251591928708435,-0.3926606656439399,-0.39262076259421225,-0.3928550952097701,-0.3960583658588111,-0.39308011587918545,-0.3932085474876727,-0.39331127163107216,-0.39359603055014647,-0.3930040995919639,-0.39371676733031885,-0.3939784273271639,-0.3941533553019508,-0.3942507511171902,-0.3942522274634452,-0.39427864568648996,-0.39431054599575116,-0.3943489715056621,-0.39435842807245086,-0.39438472311785827,-0.3944043438856853,-0.39441344871653233,-0.3944083679547363,-0.39436738963193513,-0.3943743163406083,-0.3945138508515393,-0.3945530532406009,-0.39455826448599235,-0.39454656489001055,-0.39455972527639066,-0.3945844847889401,-0.3946518683628308,-0.3944999886179277,-0.3945216247351653,-0.39452957694059276,-0.3943398090952011,-0.39387746491640263,-0.3937508389925871,-0.39310879205493043,-0.39375083899258706,-0.39408506603113147,-0.39414877430972545,-0.39423646036866045,-0.39436307048302527,-0.3943686539219821,-0.39437964068896164,-0.3944113402133618,-0.39448598935249046,-0.39438461386523516,-0.3943863024604808,-0.3943889182485653,-0.39439018849111257,-0.39439018849111246,-0.39439018849111246,-0.39439253688420634,-0.39439417615467975,-0.3943945417780638,-0.3943950109446734,-0.394395724796261,-0.39439645134581947,-0.3943970785088817,-0.39439640567507867,-0.39439555765643747,-0.39440323636060354,-0.39440706778140555,-0.3944031994545051,-0.39439998662103387,-0.3943981578475339,-0.39439653484728043,-0.39439998662103376,-0.3943999866210337,-0.39439998662103365,-0.39439998662103354,-0.3943999866210336,-0.3943999866210333,-0.3943999866210332,-0.39439998662103315,-0.3943999866210332,-0.39439998662103315,-0.38585348489405624,-0.3902882813986941,-0.3903415852972387,-0.3945295769405928,-0.30934305380056293,-0.39418992259689395
4,0.0,-0.05609569868916528,0.02380838462883428,0.14487335720289876,0.1617355789057731,-0.46722328273466285,-0.3243037331443122,0.13275165771841854,0.13275165771841854,0.13275165771841854,-0.0005051958243888132,-0.09068523862162355,0.007467473055034454,-0.057475062920393054,0.03412301716079433,-0.047044336688791856,0.04719698750908569,0.04414281188265106,0.04116121072654754,0.045867404931581514,0.04928241252138821,0.05318412908453602,0.059579726337530885,0.06021734276765853,0.06438777242022009,0.06822007817054426,0.057150302949202106,0.05568634556761409,0.05407171187072812,0.07720726988432804,0.05350496345750516,0.05579369201426129,0.04668606175434446,0.060410352257901326,0.06067330503930197,0.06060081535361855,0.06102651458621038,0.06684572099003806,0.06143529731608973,0.06166861198738881,0.061855225314388404,0.062372531251656274,0.06129720268910976,0.0625918671496603,0.06306721053961793,0.06338499261382173,0.06356192625878777,0.06356460825619663,0.06361260079556134,0.06367055234080247,0.06374035786079822,0.0637575370879208,0.06380530585721572,0.0638409498318578,0.06385749007955346,0.0638482601377786,0.06377381706237577,0.06378640043477382,0.06403988514104064,0.06411110197485448,0.06412056895903286,0.06409931494358496,0.06412322269696888,0.06416820194779373,0.06429061399712027,0.06401470238021828,0.06405400752979136,0.06406845386599533,0.063723713011371,0.06288379765584474,0.0626537632730243,0.06148739175449814,0.0626537632730243,0.06326093523447358,0.06337667057606337,0.06353596503837645,0.06376597070103339,0.06377611382888387,0.06379607288691228,0.0638536596772893,0.06398927068118172,0.0638051073839588,0.06380817496248824,0.06381292692148291,0.0638152345015705,0.06381523450157049,0.06381523450157049,0.06381950069872573,0.06382247867164192,0.06382314287962544,0.06382399518891721,0.06382529200401187,0.06382661188681513,0.06382775121961227,0.0638265289192809,0.06382498837024574,0.06383893785168254,0.06384589818407735,0.0638388708063944,0.06383303422773537,0.06382971199504611,0.06382676357934727,0.06383303422773534,0.06383303422773534,0.06383303422773533,0.06383303422773533,0.06383303422773533,0.06383303422773529,0.06383303422773527,0.06383303422773526,0.06383303422773526,0.06383303422773524,0.048307072475219495,0.05636352447286377,0.056460358746874634,0.06406845386599533,-0.09068523862162352,0.06345142241642687
5,0.0,-0.05609569868916502,0.023808384628834438,0.14487335720289912,0.16173557890577347,0.5327767172653377,-0.32430373314431166,0.13275165771841896,0.13275165771841896,0.13275165771841896,-0.0005051958243884141,-0.09068523862162314,0.007467473055034854,-0.057475062920392644,0.034123017160794744,-0.04704433668879147,0.04719698750908611,0.04414281188265147,0.04116121072654795,0.04586740493158192,0.04928241252138862,0.05318412908453642,0.0595797263375313,0.06021734276765895,0.06438777242022052,0.06822007817054468,0.05715030294920252,0.055686345567614495,0.054071711870728525,0.07720726988432844,0.053504963457505564,0.055793692014261695,0.04668606175434487,0.06041035225790174,0.06067330503930239,0.06060081535361897,0.0610265145862108,0.06684572099003849,0.06143529731609017,0.06166861198738924,0.061855225314388834,0.062372531251656704,0.06129720268911019,0.06259186714966072,0.06306721053961836,0.06338499261382216,0.0635619262587882,0.06356460825619706,0.06361260079556177,0.0636705523408029,0.06374035786079865,0.06375753708792123,0.06380530585721615,0.06384094983185824,0.06385749007955392,0.06384826013777904,0.0637738170623762,0.06378640043477425,0.06403988514104107,0.0641111019748549,0.06412056895903329,0.0640993149435854,0.06412322269696932,0.06416820194779416,0.0642906139971207,0.06401470238021871,0.06405400752979179,0.06406845386599576,0.06372371301137143,0.06288379765584518,0.06265376327302473,0.06148739175449856,0.06265376327302472,0.06326093523447401,0.0633766705760638,0.06353596503837687,0.0637659707010338,0.0637761138288843,0.06379607288691269,0.06385365967728972,0.06398927068118214,0.06380510738395923,0.06380817496248868,0.06381292692148338,0.06381523450157096,0.06381523450157095,0.06381523450157095,0.06381950069872618,0.06382247867164237,0.06382314287962587,0.06382399518891764,0.0638252920040123,0.06382661188681554,0.06382775121961269,0.06382652891928131,0.06382498837024617,0.06383893785168297,0.06384589818407778,0.06383887080639482,0.0638330342277358,0.06382971199504654,0.0638267635793477,0.06383303422773577,0.06383303422773577,0.06383303422773576,0.06383303422773576,0.06383303422773576,0.06383303422773573,0.06383303422773572,0.0638330342277357,0.0638330342277357,0.06383303422773569,0.048307072475219905,0.05636352447286418,0.05646035874687504,0.06406845386599576,-0.09068523862162313,0.0634514224164273
6,0.0,-1.269025990068959e-16,-7.877935336601e-17,-1.9735963797641677e-16,-1.941416336210288e-16,-1.9960675951964225e-16,-2.0171184505096004e-16,-1.9702703853182625e-16,-1.0000000000000002,-1.0000000000000002,-2.2510383592763135e-16,-2.0515285024638327e-16,-2.3518987331887815e-16,-2.221182771675492e-16,-2.689111802740181e-16,-2.281119603349386e-16,-2.776915254062674e-16,-2.7553740116977655e-16,-2.7343446404385574e-16,-2.7634464693573777e-16,-2.7845639503420605e-16,-2.808691107650826e-16,-2.8482397469507616e-16,-2.8518748542014107e-16,-2.8771762212090737e-16,-2.899997584473066e-16,-2.8346977088664356e-16,-2.826174570119256e-16,-2.816774196039033e-16,-2.9535162701379693e-16,-2.8134745949567914e-16,-2.8266951761928978e-16,-2.7665036641138586e-16,-2.8511135769202883e-16,-2.8527059337733796e-16,-2.852266959721987e-16,-2.854844856357125e-16,-2.890403548924624e-16,-2.8573976400834463e-16,-2.858854653436677e-16,-2.860020024254618e-16,-2.8632505183084584e-16,-2.856621783256487e-16,-2.864662912553948e-16,-2.86761525872225e-16,-2.8695949057347346e-16,-2.870706804782171e-16,-2.8706994323468954e-16,-2.87099455718242e-16,-2.8713505668902034e-16,-2.871779398298786e-16,-2.871884934253046e-16,-2.8721783888197377e-16,-2.8723973579765356e-16,-2.8724989685328074e-16,-2.8724422668717827e-16,-2.871984945890774e-16,-2.8720622484495183e-16,-2.873619463461298e-16,-2.8740569648961537e-16,-2.874115122763333e-16,-2.8739845544446226e-16,-2.8741314252875067e-16,-2.8744077431988895e-16,-2.8751597486497967e-16,-2.8734647599536656e-16,-2.87370622055244e-16,-2.8738684462292522e-16,-2.8718599726409324e-16,-2.8670765476327315e-16,-2.865765101419338e-16,-2.8591155149852236e-16,-2.8657651014193373e-16,-2.8692289846382183e-16,-2.869889520862124e-16,-2.8708024741448824e-16,-2.8721206896165745e-16,-2.8721792969072515e-16,-2.8722946209308423e-16,-2.872627359097269e-16,-2.8734109234613707e-16,-2.8723468225201667e-16,-2.872364547079021e-16,-2.872392004037682e-16,-2.872405337303214e-16,-2.872405337303214e-16,-2.872405337303214e-16,-2.8724299875156975e-16,-2.8724471943306864e-16,-2.872451032143926e-16,-2.872455956812051e-16,-2.8724634498477627e-16,-2.872471076169371e-16,-2.872477659267741e-16,-2.8724705967805213e-16,-2.8724616954429427e-16,-2.872542295956454e-16,-2.872582512961493e-16,-2.8725419085668097e-16,-2.8725081846438653e-16,-2.8724889886857963e-16,-2.872471952653279e-16,-2.8725081846438643e-16,-2.8725081846438643e-16,-2.872508184643864e-16,-2.872508184643864e-16,-2.8725081846438634e-16,-2.872508184643862e-16,-2.872508184643861e-16,-2.8725081846438604e-16,-2.872508184643861e-16,-2.8725081846438604e-16,-2.7833432920554665e-16,-2.830056569464144e-16,-2.830627786621349e-16,-2.8738684462292522e-16,-2.0515285024638325e-16,-2.870317940890423e-16
7,0.0,0.026646669555701795,-0.011309497389007783,-0.06709410367423527,-0.07682789638441631,-0.017316052276462074,0.005607028416972145,0.8100388750502184,0.8100388750502185,0.8100388750502184,0.016826314679205295,0.04307744878123964,0.10846877640739047,0.14200570763009482,0.41486299865593296,0.1805872392828848,0.4775358396347588,0.4617323907166413,0.446304469297568,0.46603686690469,0.48035550414267847,0.4967148423297795,0.5235306647189453,0.5258566399724633,0.5427923019664047,0.5578708968061931,0.5150164284644098,0.5094761928519792,0.5033657341589709,0.5932319121918223,0.5012209177990709,0.5097646040410286,0.4672054202965528,0.5244588052357032,0.5255233107655356,0.5252298524843386,0.5269532006258778,0.5508716525984192,0.5286953745513199,0.5296897285370674,0.5304850480275328,0.5326897324466873,0.5282045244317558,0.5336726951082059,0.5356803649449954,0.5370292288131683,0.5377911716068522,0.5377753675685458,0.5379747326857234,0.5382150653593069,0.5385045580239398,0.5385758025363561,0.5387739058999623,0.5389217261468123,0.538990320727576,0.5389520429461201,0.5386433177297881,0.5386955026287158,0.5397467370162742,0.5400420825847729,0.5400813434122262,0.5399932002171532,0.5400923488121773,0.5402788836761147,0.5407865425309576,0.5396423007978531,0.5398053044182602,0.5399481774475493,0.5386419541903004,0.5355836604686289,0.5347445128924105,0.5304896801115848,0.5347445128924104,0.5369620739916432,0.537385079199764,0.5379715943283842,0.5388184649531239,0.5388563474523589,0.5389308904347243,0.5391459652690906,0.5396524445156238,0.5389646324256071,0.5389760892013677,0.5389938367922128,0.5390024551298884,0.5390024551298883,0.5390024551298883,0.5390183885000333,0.5390295106172325,0.5390319912976299,0.5390351744977797,0.5390400178358068,0.5390449473269876,0.5390492025009785,0.5390446374602879,0.5390388838260535,0.5390909822741501,0.5391169776860691,0.5390907318737691,0.5390689334512465,0.5390565255945021,0.5390455138674393,0.5390689334512464,0.5390689334512464,0.5390689334512462,0.5390689334512462,0.5390689334512461,0.5390689334512458,0.5390689334512457,0.5390689334512456,0.5390689334512456,0.5390689334512455,0.4816975119154486,0.511970586571646,0.5123454594199861,0.5399481774475493,0.043077448781239494,0.5376603121528042
8,0.0,-1.2634477297605636e-18,-7.244380399345048e-19,-1.877923368858724e-18,-1.6800057713275548e-18,-1.8599254444232843e-18,-1.9292278370231207e-18,-4.384690032235286e-19,0.0,-1.0,-3.584280600706396e-18,-2.0425105941574677e-18,-2.7591706406597574e-18,-1.4991599602893683e-18,-5.266702712734372e-22,-1.251663004762243e-18,4.561505545912336e-19,3.3757175700526776e-19,2.2181067342134457e-19,3.572663582243799e-19,4.555585602737619e-19,5.678594271617484e-19,7.519402295863861e-19,7.6673723913569605e-19,8.811412219301145e-19,9.813177050136021e-19,6.991230076118612e-19,6.631046523738886e-19,6.233791447839373e-19,1.216242921668814e-18,6.094351967327455e-19,6.645400929228812e-19,3.5766488559865816e-19,7.497099146707533e-19,7.568893424502851e-19,7.54910148846198e-19,7.665330603054934e-19,9.29106050757754e-19,7.785874230877124e-19,7.854675075058658e-19,7.909704423884471e-19,8.062249846707564e-19,7.755147706686903e-19,8.131858691927453e-19,8.270170263933051e-19,8.363318704474829e-19,8.416299599677293e-19,8.4143039112965135e-19,8.427926942748867e-19,8.44433567556618e-19,8.464100810766937e-19,8.468965035641174e-19,8.482490558888409e-19,8.492582998253319e-19,8.497266298828674e-19,8.49465288018948e-19,8.473574640958731e-19,8.477137569173352e-19,8.548910682402707e-19,8.569075425090485e-19,8.571755961275023e-19,8.565737977469275e-19,8.572507355850926e-19,8.585243038843274e-19,8.619903488407841e-19,8.541780291103958e-19,8.55290937653224e-19,8.565488334708535e-19,8.480508878793116e-19,8.286170097611125e-19,8.232786577387498e-19,7.96210957343671e-19,8.232786577387498e-19,8.373962120887627e-19,8.40090358834814e-19,8.438425363967365e-19,8.492603147300499e-19,8.495047196622649e-19,8.499856454966235e-19,8.513732347891995e-19,8.546408657115797e-19,8.502033372846791e-19,8.502772524845667e-19,8.503917538724133e-19,8.504473564402996e-19,8.504473564402996e-19,8.504473564402995e-19,8.505501530965093e-19,8.50621909193785e-19,8.506379136955106e-19,8.50658450614472e-19,8.506896981753799e-19,8.507215015669784e-19,8.507489544946319e-19,8.507195024129822e-19,8.506823819321933e-19,8.510185033057229e-19,8.511862168150292e-19,8.510168878080829e-19,8.508762518393216e-19,8.507962005901225e-19,8.507251566922598e-19,8.508762518393213e-19,8.508762518393214e-19,8.508762518393212e-19,8.508762518393211e-19,8.508762518393211e-19,8.508762518393208e-19,8.508762518393206e-19,8.508762518393202e-19,8.508762518393202e-19,8.508762518393201e-19,4.830597141956208e-19,6.790663412342442e-19,6.815348540191817e-19,8.565488334708535e-19,-2.0425105941574674e-18,8.418511367931405e-19
9,0.0,-0.05109109277092499,0.02168430764251464,0.21922573043295768,0.14730625804345768,0.03320099839994712,-0.01075065716644214,0.11522682428638922,0.11522682428638924,0.11522682428638922,-0.16071666300092713,-0.08259470953457844,-0.12342205606464547,-0.06027986665745245,0.0012674368933193688,-0.049738430232045515,0.021213798813352346,0.016007277838976427,0.010924476174882704,0.016774306592118517,0.021019183535907583,0.02586904294165009,0.03381881248302183,0.03444792580757848,0.03937290659199359,0.043670916935347213,0.03158554246078834,0.030047104835183146,0.028350325091387,0.053750238748403796,0.027754742805918796,0.030104482710997905,0.016726914917765873,0.03364959854950264,0.03395856665479642,0.03387339166360733,0.03437358597460995,0.04138079724183074,0.03489497423425428,0.03519255904282486,0.035430577899001746,0.03609038376314712,0.03476479342444792,0.036392805454855834,0.036990539293241136,0.03739328236448016,0.03762266041209523,0.03761326991374809,0.037672049655748246,0.03774283729446616,0.037828104527797314,0.037849088902207804,0.037907438310645115,0.03795097731877572,0.03797118118173251,0.03795990683553469,0.037868974842181616,0.03788434539382887,0.038193976202344444,0.038280967351271955,0.03829253124405479,0.03826656952792504,0.03829577277698518,0.03835071479697695,0.03850024074812103,0.03816321553552191,0.03821122665785105,0.03826789902685539,0.037904877004484805,0.03707882146870712,0.0368518547713315,0.0357010377142157,0.0368518547713315,0.037452173816497035,0.037566747552855835,0.037726467929616675,0.03795708857118355,0.03796751093696892,0.03798801946319175,0.03804719160442485,0.03818653594750331,0.03799730267782668,0.03800045470607482,0.03800533748538805,0.03800770859261516,0.03800770859261516,0.03800770859261515,0.0380120922371792,0.038015152192992535,0.03801583468646631,0.038016710459633334,0.03801804297574392,0.038019399194611725,0.038020569892974025,0.03801931394300071,0.03801773098301131,0.03803206449040602,0.03803921643912202,0.03803199559937678,0.03802599834107383,0.038022584648096484,0.038019555063203765,0.03802599834107381,0.03802599834107381,0.0380259983410738,0.0380259983410738,0.0380259983410738,0.03802599834107377,0.038025998341073765,0.03802599834107376,0.03802599834107376,0.03802599834107376,0.0223618450824177,0.030726588796702613,0.030832306170743933,0.03826789902685539,-0.08259470953457841,0.03764169926136507
